,"Unnamed: 0","ID","Tag","Name in English","Name in French","Name in Spanish","Countries","Country codes alpha 3","ISO639-3 codes","Degree of endangerment","Alternate names","Name in the language","Number of speakers","Sources","Latitude","Longitude","Official Language","Description of the location","Description","SearchTerm"
70,0,1022,"id1022","South Italian","italien du sud","napolitano-calabrés","Italy","ITA","nap","Vulnerable","Neapolitan; Neapolitan-Calabrese; неаполитанский; неаполитанско-калабрийский",,7500000,,40.9798,15.249,,"Campania, Lucania (Basilicata), Abruzzi (Abruzzo), Molise, northern Calabria, northern and central Apulia (Puglia), southern Lazio and Marche as well as easternmost Umbria","Neapolitan (autonym: (’o n)napulitano [(o n)napuliˈtɑːnə]; Italian: napoletano) is the language of much of southern continental Italy, including the city of Naples. It is not named after the city but rather the Kingdom of Naples, which once covered most of the area and of which Naples was the capital. On October 14, 2008, a law by the Region of Campania stated that Neapolitan was to be protected.","Neapolitan language"
71,1,1023,"id1023","Sicilian","sicilien","siciliano","Italy","ITA","scn","Vulnerable",,,5000000,,37.4399,14.5019,,"Sicily (Sicilia), southern and central Calabria and southern Apulia (Puglia); a large number of émigré communities","Sicilian (sicilianu; Italian: lingua siciliana; also known as Siculu or Calabro-Sicilian) is a Romance language spoken on the island of Sicily and its satellite islands. It is also spoken in southern and central Calabria (where it is called Southern Calabro), in the southern parts of Apulia, Salento (where it is known as Salentino), and Campania, on the Italian peninsula, where it is called Cilentano (Gordon, 2005). The Ethnologue, (see below for more detail) describes Sicilian as being ""distinct enough from Standard Italian to be considered a separate language"" (Gordon) and is recognized as a ""minority language"" by UNESCO.","Sicilian language"
72,4,382,"id382","Lombard","lombard","lombardo","Italy, Switzerland","ITA, CHE","lmo","Definitely endangered",,,3500000,,45.7215,9.3273,,"the region of Lombardy (except the southernmost border areas) and the Novara province in Piedmont, Italy; Ticino Canton and the Mesolcina District and two districts south of St. Moritz in Graubünden (Grigioni), Switzerland","Lombard (lumbaart, or lengua lumbarda, in Milanese classical ortography ""lengua lombarda"") is a member of the Cisalpine or Gallo-Italic group within the Romance languages. It is spoken natively in Northern Italy (most of Lombardy and some areas of neighbouring regions, notably the eastern side of Piedmont) and Southern Switzerland (Ticino and Graubünden). The two main varieties (Western Lombard dialect and Eastern Lombard dialect) have significant differences and are not always mutually intelligible.","Lombard language"
73,12,349,"id349","Emilian-Romagnol","émilien-romagnol","emiliano","Italy, San Marino","ITA, SMR","eml","Definitely endangered",,,2000000,,44.127,12.0739,,"the region of Emilia-Romagna, parts of the provinces of Pavia, Voghera, and Mantua in southern Lombardy, the Lunigiana district in northwestern Tuscany, the Pesaro-Urbino province in the region of Marche and the Republic of San Marino","Emilian-Romagnol (emiliân-rumagnōl or langua emiglièna-rumagnôla), also known as Emiliano-Romagnolo, is a Gallo-Italic language. Its two dialects are Emilian and Romagnol, which are spoken in the Northern Italian region of Emilia-Romagna, parts of Lombardy, Marche, Liguria and Tuscany, and San Marino.","Emilian Romagnol language"
74,13,399,"id399","Piedmontese","piémontais","piamontés","Italy","ITA","pms","Definitely endangered",,,2000000,,45.2013,7.8662,,"Piedmont Region except the Novara Province, the western Alpine valleys and southern border areas, as well as minor adjacent areas","Piedmontese (piemontèis or lenga piemontèisa) is a Romance language spoken by over 1 million people in Piedmont, northwest Italy. It is geographically and linguistically included in the Northern Italian group (with Lombard, Emiliano-Romagnolo, Ligurian, Friulian, and Venetian). It is part of the wider western group of Romance languages, which also includes French, Occitan, and Catalan.","Piedmontese language"
75,14,1021,"id1021","Venetan","vénitien","veneciano","Croatia, Italy, Slovenia","HRV, ITA, SVN","vec","Vulnerable",,,2000000,"http://www.elgalepin.com/",45.4601,12.1948,,"Veneto region, parts of Friuli-Venezia Giulia, Italy; Istria in both Slovenia and Croatia","Venetian or Venetan (Venetian: vèneto, vènet or łéngua vèneta) is a Romance language spoken as a native language by almost four million people in the northeast of Italy, mostly in the Veneto region of Italy, where most of the five million inhabitants can understand it. It is sometimes spoken and often well understood outside Veneto, in Trentino, Friuli, Venezia Giulia, Istria, and some towns of Dalmatia, Croatia, Slovenia, Montenegro, Brazil, Mexico, Romania. Although referred to as an Italian dialect (Venetian diałeto, Italian dialetto) even by its speakers, Venetian is a separate language.","Venetian language"
76,36,337,"id337","Campidanese","campidanien","sardo campidanés","Italy","ITA","sro","Definitely endangered","Campidanese Sardinian",,900000,,39.2991,8.9868,,"southern Sardinia","Campidanese Sardinian (Sardinian: Sardu Campidanesu, Italian: Sardo Campidanese) is a standardised variety of the Sardinian language primarily spoken in the Province of Cagliari, Italy. Traditionally the name Campidano refers to the fertile area located around the towns of Guspini and Villacidro. Campidanese and its variants of the dialect can be found across the entire Province of Cagliari and not just the Province of Medio Campidano area.","Campidanese dialect"
77,53,353,"id353","Friulian","frioulan","friulano","Italy","ITA","fur","Definitely endangered",,,600000,,46.1037,13.1396,,"the Autonomous Region Friuli-Venezia Giulia except Trieste Province and western and eastern border regions, and Portogruaro area in Venezia Province in Veneto Region; also spoken in émigré communities in Romania and elsewhere","Friulian or Friulan ( furlan  or, affectionately, marilenghe in Friulian, friulano in Italian, Furlanisch in German, furlanščina in Slovene; also Friulian) is a Romance language belonging to the Rhaeto-Romance family, spoken in the Friuli region of northeastern Italy. Friulian has around 600,000 speakers, the vast majority of whom also speak Italian. It is sometimes called Eastern Ladin since it shares the same roots as Ladin, but, over the centuries, it has diverged under the influence of surrounding languages, including German, Italian, Venetian, and Slovene.","Friulian language"
78,80,381,"id381","Logudorese","logoudorien","sardo logudorés","Italy","ITA","src","Definitely endangered","Logudorese Sardinian; Logudorese-Nuorese",,400000,,40.1116,9.1845,,"central Sardinia","Logudorese Sardinian (Sardinian: Sardu Logudoresu, Italian: Sardo Logudorese) is a standardised variety of Sardinian, often considered the most conservative of all Romance languages. Its ISO 639-3 code is src. Italian-speakers do not understand Sardinian, which is a separate language.","Logudorese dialect"
79,157,408,"id408","Sassarese","sassarien","sasarés","Italy","ITA","sdc","Definitely endangered","Sassarese Sardinian",,120000,,40.6139,8.6132,,"northwestern Sardinia; an outlying dialect of Corsican","Sassarese (Sassaresu or Turritanu) is an Italo-Dalmatian language and transitional between Corsican and Sardinian. It is regarded as a Corsican–Sardinian language because of Sassari's historic ties (and neighborhood) with Tuscany and Corsica. Despite the heavy Sardinian influences (especially in the vocabulary and phonetics), it still keeps its Tuscan roots, which closely relate it to Gallurese.","Sassarese language"
80,170,356,"id356","Gallurese","gallurien","sardo galurés","Italy","ITA","sdn","Definitely endangered","Gallurese Sardinian",,100000,,40.8802,9.4482,,"northeastern Sardinia; an outlying dialect of Corsican","Gallurese (gadduresu) is an Italo-Dalmatian Romance lect spoken in the region of Gallura, in the northeastern part of Sardinia. It is often considered a dialect of Corsican, or even a transitional language between Corsican and Sardinian. Gallurese's morphology and vocabulary are close to those of Corsican, in particular with the southern dialects of Sartene and Porto-Vecchio, whereas its phonology and syntax are similar to those of Sardinian.","Gallurese dialect"
81,197,1347,"id1347","Arbëresh","arbërerisht","arberés","Italy","ITA","aae","Definitely endangered","Arbëreshë Albanian","arbrisht",80000,"Walter Breu: Italoalbanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 73–75.",40.9321,14.8645,,"(i) Adriatic zone: Montecilfone, Campomarino, Portocannone and Ururi in Molise as well as Chieuti und Casalvecchio di Puglia in Apulia; (ii) San Marzano in Apulia; (iii) Greci in Campania; (iv) northern Basilicata: Barile, Ginestra und Maschito; (v) North Calabrian zone: ca. 30 settlements in northern Calabria (Plataci, Civita, Frascineto, San Demetrio Corone, Lungro, Acquaformosa etc.) as well as San Costantino Albanese and San Paolo Lucano in southern Basilicata; (vi) settlements in southern Calabria, e.g. San Nicola dell’Alto and Vena di Maida; (vii) Sicilian zone: Piana degli Albanesi and two nearby villages near Palermo; (viii) formely also Villabadessa in Abruzzi; an outlying dialect of Albanian","Arbëreshë (also known as Arbërisht, Arbërishtja or T'arbrisht) is an ethnolect spoken by the Arbëreshë, the Albanian ethnic and language group in Italy.","Arbëresh language"
82,212,1330,"id1330","Gallo-Sicilian","gallo-sicilien","galo-siciliano","Italy","ITA","lmo","Definitely endangered",,,65000,,38.0167,14.5994,,"Nicosia, Sperlinga, Piazza Armerina, Valguarnera Caropepe and Aidone in the province of Enna, and San Fratello, Acquedolci, San Piero Patti, Montalbano Elicona, Novara di Sicilia and Fondachelli-Fantina in the province of Messina; an outlying dialect of Lombard not listed separately by the SIL; other dialects were formerly also spoken in southern Italy outside Siciy, especially in Lucania (Basilicata)","The Gallo-Italic of Sicily (Italian: Gallo-italico di Sicilia) is a group of Gallo-Italic languages found in approximately fourteen isolated communities in central-eastern Sicily. It forms a language island within the Sicilian language and dates back to migrations from Northern Italy during the time of Norman Roger I of Sicily, and which continued under his successors. The towns that were populated by the new immigrants became known as the ""Lombard communities"" (or Oppida Lombardorum in Latin, cumuna lummardi in Sicilian).","Gallo Italic of Sicily"
83,320,565,"id565","Ladin","ladin","ladino","Italy","ITA","lld","Definitely endangered",,,30000,,46.5531,11.8597,,"several towns and villages in the Dolomites, including Badia and Marebbe in the Badia valley and Gardena in the Gardena valley in Bolzano Province (South Tyrol), Fassa in the Fassa valley in Trento Province, and Livinallongo in the Cordevole valley in Belluno Province","Ladin (/læˈdiːn/ or /ləˈdiːn/; Ladin: Ladin, Italian: Ladino, German: Ladinisch) is a Romance language consisting of a group of dialects (which some consider part of a unitary Rhaeto-Romance language) mainly spoken in the Dolomite Mountains in Northern Italy in South Tyrol, the Trentino and the province of Belluno by the Ladin people. It exhibits similarities to Swiss Romansh and Friulian. The precise extension of the Ladin language area is the subject of scholarly debates.","Ladin language"
84,391,1614,"id1614","Griko (Salento)","griko (Salento)","griko salentino","Italy","ITA","ell","Severely endangered",,,20000,,40.1578,18.2208,,"the Salento peninsula in Lecce Province in southern Apulia; an outlying dialect of Greek not listed separately by the SIL","Griko, sometimes spelled Grico, or Grecanic, is the dialect of Italiot Greek spoken by the Griko people in Salento. Some Greek linguists consider it to be a Modern Greek dialect and often call it Katoitaliotikà (Greek: Κατωιταλιώτικα, ""Southern Italian"") or Grekanika (Γρεκάνικα), whereas its own speakers call it Katoitaliótika (Κατωιταλιώτικα) or Griko (Γκρίκο). Griko and Standard Modern Greek are not mutually intelligible.","Griko dialect"
85,510,1343,"id1343","Algherese Catalan","catalan alguerais","alguerés","Italy","ITA","cat","Definitely endangered",,,10000,"Enquesta d’usos lingüístics a l’Alguer 2004 available online: http://www6.gencat.net/llengcat/socio/docs/EULA2004.pdf",40.5638,8.3276,,"the town of Alghero in northwestern Sardinia; an outlying dialect of Catalan not listed separately by the SIL","Algherese (Standard Catalan: Alguerès, IPA: [əɫɣəˈɾɛs]; Algherese: Alguerés, IPA: [alɣaˈɾes]) is the variant of the Catalan language spoken in the city of Alghero (L'Alguer in Catalan), in the northwest of Sardinia, Italy. Catalan-speaking colonists repopulated the town and expelled the native population in 1372, after several revolts. Catalan was replaced as the official language by Spanish, then by Italian in the mid 18th century, but its use remained widespread until at least the 1970s.","Algherese dialect"
86,729,1349,"id1349","Molise Croatian","croate de Molise","croata molise","Italy","ITA","bos, hrv, srp","Severely endangered",,,5000,"Walter Breu: Moliseslawisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 315–317.",41.8787,14.7065,,"the villages of Montemitro (Mundimitar), San Felice del Molise (Filić, or Stifilić), and Acquaviva Collecroce (Kruč, or Živa voda) in Campobasso Province in southern Molise; large émigré communities e.g. in Australia; an outlying dialect of Serbo-Croat not listed separately by the SIL","Slavomolisano, also known as Molise Slavic or Molise Croatian, is a variety of Shtokavian Serbo-Croatian spoken by Italian Croats in the province of Campobasso, in the Molise Region of southern Italy, in the villages of Montemitro (Mundimitar), Acquaviva Collecroce (Živavoda Kruč) and San Felice del Molise (Štifilić). There are fewer than 1,000 active speakers, and fewer than 2,000 passive speakers. It has been preserved since a group of Croats emigrated from Dalmatia due to the advancing Ottoman Turks.","Slavomolisano dialect"
87,964,1339,"id1339","Griko (Calabria)","griko (Calabre)","griko calabrés","Italy","ITA","ell","Severely endangered",,,2000,,37.9961,15.9329,,"a few villages near Reggio di Calabria in southern Calabria; an outlying dialect of Greek not listed separately by the SIL","Griko, sometimes spelled Grico, or Grecanic, is the dialect of Italiot Greek spoken by the Griko people in Salento. Some Greek linguists consider it to be a Modern Greek dialect and often call it Katoitaliotikà (Greek: Κατωιταλιώτικα, ""Southern Italian"") or Grekanika (Γρεκάνικα), whereas its own speakers call it Katoitaliótika (Κατωιταλιώτικα) or Griko (Γκρίκο). Griko and Standard Modern Greek are not mutually intelligible.","Griko dialect"
88,1198,1511,"id1511","Mòcheno","mocheno","mócheno","Italy","ITA","mhn","Definitely endangered",,,1000,"Anthony R. Rowley: „Mocheno e Cimbro“: Von Dialekt(en) zu Sprache(n)? — Dialektologie zwischen Tradition und Neuansätzen. Beiträge der Internationalen Dialektologentagung, Göttingen, 19.–21. Oktober 1998. Dieter Stellmacher (Hg.). Stuttgart 2000. 213–221.",46.1194,11.3258,,"Palù (Palai), Fierozzo (Florutz) and Frassilongo (Gereut) in the Fersina Valley (Fersental, Valle del Fèrsina, or Val dei Mòcheni) in Trento Province; an outlying dialect of Bavarian","Mòcheno is an Upper German variety spoken in three towns of the Mocheni Valley (German: Fersental, Italian: Valle del Fersina, Mòcheno: Bersntol), in Trentino, northeastern Italy. Mòcheno is closely related to Bavarian and is variously classified either as a Southern Bavarian dialect or a separate language of its own. It has also been posited that it may be descended from Lombardic.","Mòcheno language"
89,1205,1348,"id1348","Resian","résien","resiano","Italy","ITA","slv","Definitely endangered","Resian Slovene (en), resiano (it), Rezijanski (sl), резьянско-словенский (ru)",,1000,,46.3734,13.3058,,"Resia in the northeastern part of Udine Province in the Autonomous Region Friuli-Venezia Giulia; an outlying dialect of Slovene not listed separately by the SIL","The Resian dialect (self-designation Rozajanski langač, or lengač, Slovene: rezijansko narečje, rezijanščina) is a distinct dialect of Slovene spoken in the Resia Valley, Province of Udine, Italy, close to the border with Slovenia. Because of its remote location outside of Slovenia, the dialect has phonetic properties different from standard Slovene, and from most other Slovene dialects.","Resian dialect"
90,1315,351,"id351","Faetar","faetar","faetar","Italy","ITA","frp","Definitely endangered",,,600,"Naomi Nagy: Writing a sociolinguistics grammar of Faetar. Penn Working Papers in Linguistics 7.3: Selected Papers from NWAV 29 (2001): 225–246.",41.3265,15.1721,,"Faeto and Celle San Vito in Foggia Province in Apulia; an outlying dialect of Francoprovençal not listed separately by the SIL","Faetar, fully known as Faetar and Cellese (Cigliàje), is a Franco-Provençal language spoken in two small communities in Foggia in the southwest of Italy: Faeto and Celle di San Vito, and in emigre communities such as Toronto and Brantford, one hour west of Toronto. Although it shares many similarities with both Franco-Provençal and Italian, it is distinct from both. These two small communities have been isolated from the rest of Italy by mountains, and so Faetar has evolved and changed over the centuries into a distinct language.","Faetar dialect"
91,1455,1345,"id1345","Cimbrian","cimbre","cimbriano","Italy","ITA","cim","Definitely endangered","Cimbro",,400,"Anthony R. Rowley: „Mocheno e Cimbro“: Von Dialekt(en) zu Sprache(n)? — Dialektologie zwischen Tradition und Neuansätzen. Beiträge der Internationalen Dialektologentagung, Göttingen, 19.–21. Oktober 1998. Dieter Stellmacher (Hg.). Stuttgart 2000. 213–221.",45.867,11.4268,,"vigorously spoken in Luserna (Lusern) in Trento Province; disappearing in Giazza (Ljetzan) in Verona Province and in Roana (Rowan) in Vicenza Province; recently extinct in several other locations in the region; an outlying dialect of Bavarian","Cimbrian (native name Zimbar; German: Zimbrisch or Tzimbrisch; Italian: Cimbro) refers to any of several local Upper German varieties spoken in northeastern Italy. The speakers of the language are known as Zimbern. Cimbrian is a Germanic language related to Bavarian most probably deriving from a Southern Bavarian dialect (although a Lombardic origin cannot be ruled out).","Cimbrian language"
92,1506,357,"id357","Gardiol","gardiol","gardiol","Italy","ITA",,"Severely endangered",,,340,,39.4658,15.9933,,"Guardia Piedmontese in Calabria; an outlying dialect of Alpine Provençal","Vivaro-Alpine (Occitan: vivaroalpenc, vivaroaupenc) is a variety of Occitan spoken in southeastern France (namely, around the Dauphiné area) and northwestern Italy (the Occitan Valleys of Piedmont and Liguria). There is also a small Vivaro-Alpine enclave in the Guardia Piemontese, Calabria, where the language is known as gardiòl. It belongs to the Northern Occitan dialect block, along with Auvergnat and Limousin.","Vivaro Alpine dialect"
93,1663,1344,"id1344","Töitschu","töitschu","töitschu","Italy","ITA","gsw, swg, wae","Severely endangered",,,200,,45.6913,7.8682,,"the village of Issime (Eischeme) in the upper Lys valley in the Aosta region; an outlying dialect of Alemannic not listed separately by the SIL; the Titsch dialect of Alemannic spoken in the villages of Gressoney-Saint-Jean and Gressoney-La-Trinité does not qualify as outlying","The Walser language (German: Walserdeutsch), also known as Walliser German (locally Wallisertiitsch), is a group of Highest Alemannic dialects spoken in parts of Switzerland (Wallis region, Ticino, Graubünden), Italy (Piedmont, Aosta Valley), Liechtenstein, and Austria (Vorarlberg).","Walser German"
94,20,410,"id410","Scots","scots","escocés","United Kingdom of Great Britain and Northern Ireland","GBR","sco","Vulnerable","Lallans; Northumbrian (local name in England)",,1500000,,56.2189,-3.7683,,"Lowland Scotland and adjacent parts of England; émigré communities in Ireland","Scots is the Germanic language variety spoken in Lowland Scotland and parts of Ulster (where the local dialect is known as Ulster Scots). It is sometimes called Lowland Scots to distinguish it from Scottish Gaelic, the Celtic language which was historically restricted to most of the Highlands, the Hebrides and Galloway after the 1500s. The language developed during the Middle English period as a distinct entity.","Scots language"
95,45,425,"id425","Welsh","gallois","galés","United Kingdom of Great Britain and Northern Ireland","GBR","cym","Vulnerable","y Gymraeg","Cymraeg",750000,"T. Arwyn Watkins: Welsh. — The Celtic languages. Edited by Martin J. Ball with James Fife. London and New York: Routledge, 1993. 289–348.",52.4459,-3.5485,,"Wales and adjacent parts of England; émigré communities in Patagonia","Welsh (Cymraeg or y Gymraeg, pronounced [kəmˈraiɡ, ə ɡəmˈraiɡ]) is a member of the Brythonic branch of the Celtic languages. It is spoken natively in Wales, by some in England, and in Y Wladfa (the Welsh colony in Chubut Province, Argentina). Historically it has also been known in English as ""the British tongue"", ""Cambrian"", ""Cambric"" and ""Cymric"".","Welsh language"
96,227,411,"id411","Scottish Gaelic","gaélique écossais","gaélico escocés","United Kingdom of Great Britain and Northern Ireland","GBR","gla","Definitely endangered",,,58552,"William Gillies: Scottish Gaelic. — The Celtic languages. Edited by Martin J. Ball with James Fife. London and New York: Routledge, 1993. 145–227.",58.1011,-6.7675,,"the Western Isles and parts of the Highlands, Scotland; émigré communities in Nova Scotia, Canada","Scottish Gaelic or Scots Gaelic, sometimes also referred to as Gaelic (Gàidhlig [ˈkaːlikʲ]), is a Celtic language native to Scotland. A member of the Goidelic branch of the Celtic languages, Scottish Gaelic, like Modern Irish and Manx, developed out of Middle Irish. The 2011 census of Scotland showed that a total of 57,375 people (1.1% of the Scottish population aged over three years old) in Scotland could speak Gaelic at that time, with the Outer Hebrides being the main stronghold of the language.","Scottish Gaelic"
97,260,362,"id362","Irish","irlandais","irlandés","Ireland, United Kingdom of Great Britain and Northern Ireland","IRL, GBR","gle","Definitely endangered","Irish Gaelic",,44000,"Gearóid Mac Eoin: Irish. — The Celtic languages. Edited by Martin J. Ball with James Fife. London and New York: Routledge, 1993. 101–144.",53.7876,-9.1845,,"four principal areas in the west, two in Donegal County, one each in Galway and Kerry counties, plus eight small pockets, also in Mayo, Cork, and Waterford counties; formerly also in Northern Ireland","Irish (Gaeilge), also referred to as Gaelic or Irish Gaelic, is a Goidelic language of the Indo-European language family originating in Ireland and historically spoken by the Irish people. Irish is spoken as a first language by a small minority of Irish people, and as a second language by a rather larger group of non-native speakers. Irish enjoys constitutional status as the national and first official language of the Republic of Ireland, and is an officially recognised minority language in Northern Ireland.","Irish language"
98,877,1340,"id1340","Jersey French","jersiais","francés de Jersey","United Kingdom of Great Britain and Northern Ireland","GBR","fra","Severely endangered","jèrriais; Sark French [sercquiais] (dialect)",,2874,,49.2211,-2.1368,,"the island of Jersey, which constitutes the Bailiwick of Jersey, and the island of Sark in the Bailiwick of Guernsey","Jersey Legal French, also known as Jersey French (French: français de jersey), is the official dialect of French used administratively in Jersey. Since the anglicisation of the island, it survives as a written language for some laws, contracts, and other documents. Jersey's parliament, the States of Jersey, is part of the Assemblée parlementaire de la Francophonie.","Jersey Legal French"
99,1092,1341,"id1341","Guernsey French","guernesiais","francés de Guernesey","United Kingdom of Great Britain and Northern Ireland","GBR","fra","Severely endangered","guernesiais; dgernesiais",,1327,,49.4502,-2.5927,,"the island of Guernsey in the Bailiwick of Guernsey","Guernésiais, also known as Dgèrnésiais, Guernsey French, and Guernsey Norman French, is the variety of the Norman language spoken in Guernsey. It is sometimes known on the island simply as ""patois"". As one of the langues d'oïl it has its roots in Latin, but has had strong influence from both Old Norse and English at different points in its history.","Guernésiais"
100,2288,1342,"id1342","Alderney French","auregnais","francés de Alderney","United Kingdom of Great Britain and Northern Ireland","GBR",,"Extinct","auregnais",,0,,49.7098,-2.2075,,"the island of Alderney in the Bailiwick of Guernsey; an extinct outlying dialect of Norman not listed at all by the SIL","Auregnais, Aoeur'gnaeux or Aurignais was the Norman dialect of the Channel Island of Alderney (French: Aurigny, Auregnais: Aoeur'gny/Auregny). It was closely related to the Guernésiais (Guernsey), Jèrriais (Jersey), Sercquiais (Sark) dialects of the neighbouring islands, as well as Continental Norman on the European mainland.","Auregnais"
101,2449,361,"id361","Norn",,,"United Kingdom of Great Britain and Northern Ireland","GBR",,"Extinct",,,0,"Michael P. Barnes: The death of Norn. — Germanische Rest- und Trümmersprachen. Herausgegeben von Heinrich Beck. Ergänzungsbände zum Reallexikon der germanischen Altertumskunde 3; Berlin: de Gruyter, 1989. 21–43.",60.3051,-1.2744,,"the Shetland Islands; earlier also the Orkney Islands and adjacent mainland Scotland","Norn is an extinct North Germanic language that was spoken in the Northern Isles (Orkney and Shetland) off the north coast of mainland Scotland and in Caithness in the far north of the Scottish mainland. After Orkney and Shetland were pledged to Scotland by Norway in 1468/69, it was gradually replaced by Scots.","Norn language"
102,2571,339,"id339","Cornish","cornique","córnico","United Kingdom of Great Britain and Northern Ireland","GBR","cor","Critically endangered",,"Kernewek",,"Ken George: Cornish. — The Celtic languages. Edited by Martin J. Ball with James Fife. London and New York: Routledge, 1993. 410–468; feedback from speakers (2009)",50.4575,-4.746,,"Cornwall, England.","Cornish (Kernowek) is a Southwestern Brittonic Celtic language spoken in Cornwall. The language has undergone a revival in recent decades and is considered to be an important part of Cornish identity, culture and heritage. It is a recognised minority language of the United Kingdom, protected under the European Charter for Regional or Minority Languages, and has a growing number of speakers.","Cornish language"
103,2623,387,"id387","Manx","mannois","manx","United Kingdom of Great Britain and Northern Ireland","GBR","glv","Critically endangered",,"Gaelg",,"George Broderick: Manx. — The Celtic languages. Edited by Martin J. Ball with James Fife. London and New York: Routledge, 1993. 228–285.; feedback from speakers and Government of the Isle of Man (2009)",54.2106,-4.5318,,"The Isle of Man","Manx (native name Gaelg or Gailck, pronounced [ɡilk] or [ɡilɡ]), also known as Manx Gaelic, and also historically spelled Manks, is a Goidelic Celtic language of the Indo-European language family, historically spoken by the Manx people. Only a small minority of the Isle of Man's population is fluent in the language, but a larger minority has some knowledge of it and Manx is considered an important part of the island's culture and heritage. Although the last surviving native speaker of the Manx language, Ned Maddrell, died in 1974, the language has never fallen completely out of use.","Manx language"
104,21,1026,"id1026","Torlak","torlak","torlak","Albania, Bulgaria, The former Yugoslav Republic of Macedonia, Romania, Serbia","ALB, BGR, MKD, ROU, SRB","bos, hrv, srp","Vulnerable","Shop; dialects: Goran, Janjev, Krashovan",,1500000,,42.9644,22.1374,,"the core area: south-eastern Serbia, the westernmost parts of Bulgaria, the north-eastern region of the FYROM and, at least until recently, parts of southern Kosovo (Serbia); Goran: the border region of Kosovo, Albania and the FYROM; Janjev: south-eastern Kosovo (Serbia), from where most speakers have emigrated to Croatia; Krashovan: the region of Caraşova in Caraş-Severin County in the Romanian Banat","Torlakian, or Torlak (Serbo-Croatian: Torlački/Торлачки, [tɔ̌rlaːt͡ʃkiː]; Bulgarian: Торлашки/Torlashki), is a group of South Slavic dialects of southeastern Serbia, southern Kosovo (Prizren), northeastern Republic of Macedonia (Kumanovo, Kratovo and Kriva Palanka dialects), western Bulgaria (Belogradchik–Godech–Tran-Breznik), which is intermediate between Serbo-Croatian, Bulgarian and Macedonian. According to UNESCO's list of endangered languages, Torlakian is vulnerable. Some linguists classify it as an Old Shtokavian dialect or as a fourth dialect of Serbo-Croatian along with Shtokavian, Chakavian, and Kajkavian.","Torlakian dialect"
105,244,1475,"id1475","Transylvanian Saxon","saxon transylvanien","sajón de Transilvania","Romania","ROU",,"Severely endangered",,,50000,"Elmar Seebold: Deutsch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 167–170.",46.214,24.2413,,"Bistriţa (Bistritz) and Sibiu (Hermannstadt) regions in Transylvania; many now settled in Germany; an outlying dialect of Moselle Franconian (Luxemburgian) incorrectly subsumed under “Standard German” [deu] by the SIL","Transylvanian Saxon (Saxon: Siwweberjesch Såksesch or just Såksesch, Hungarian: Erdélyi szász nyelv, German: Siebenbürgersächsisch or Siebenbürgisch-Sächsische Sprache, Romanian: Limba săsească) is the German dialect of the Transylvanian Saxons. It belongs to the Moselle Franconian group of West Central German dialects. The language was mainly spoken in Transylvania, Romania (prior to 1918, Hungary) by persons of German origin who settled there in the 12th century.","Transylvanian Saxon dialect"
106,352,1513,"id1513","Banat Bulgarian","bulgare de Banat","búlgaro del Bánato","Romania, Serbia","ROU, SRB","bul","Definitely endangered",,,25000,"Aleksandr D. Duličenko: Banater Bulgarisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 203–208.",45.4832,20.9069,,"Banat region on both sides of the Romanian-Serbian border; also resettled in Bulgaria; an outlying dialect of Bulgarian","The Banat Bulgarian (Banat Bulgarian: Palćena balgarsćija jázić or Banátsća balgarsćija jázić; Bulgarian: банатски български език, Banatski balgarski ezik; German: Banater Bulgarische Sprache; Hungarian: Bánsági bolgár nyelv; Romanian: Limba bulgarilor bănăţeni; Serbian: Банатски бугарски језик, Banatski bugarski jezik) is the outermost dialect of the Bulgarian language with standardized writing and an old literary tradition. It is spoken by the Banat Bulgarians in the Banat region, in Romania and Serbia. Officially, it is spoken by 8,000 people (1,658 in Serbia, and 6,500 in Romania), though other estimates give numbers up to 15,000.","Banat Bulgarian dialect"
107,353,1351,"id1351","Csángó Hungarian","hongrois csángó","csángó","Romania","ROU","hun","Severely endangered",,,25000,,46.7925,27.1911,,"Bacău, Neamţ and Iaşi counties in the Moldova region, Romania; formerly also a few villages in the Republic of Moldova; an outlying dialect of Hungarian not listed separately by the SIL","The Hungarian Csángó dialect, which is mentioned but not listed separately by Ethnologue, is spoken primarily in Bacău County in eastern Romania. The Csángó Hungarian group has been largely isolated from other Hungarian people, and they therefore preserved a dialect closely resembling an earlier form of Hungarian.","Hungarian dialects"
